T,K,Market,Ana_Price,Ana_Err,MC_Price,MC_Err,IV_Mkt
0.057,6275.0,695.31,692.75,-2.55,693.22,-2.09,0.2514
0.057,6725.0,272.22,268.21,-4.01,272.09,-0.13,0.1758
0.057,6890.0,139.32,145.14,5.82,148.59,9.27,0.1472
0.057,7070.0,34.8,44.76,9.96,41.67,6.87,0.1134
0.06,5800.0,1165.72,1175.94,10.22,1175.39,9.67,0.3443
0.06,6475.0,503.96,501.11,-2.84,505.69,1.73,0.2195
0.06,6810.0,205.91,203.46,-2.44,208.49,2.59,0.1659
0.06,6975.0,87.3,94.95,7.65,94.58,7.28,0.1351
0.06,7250.0,3.9,4.83,0.93,5.76,1.86,0.1008
0.063,5330.0,1633.57,1657.44,23.87,1659.03,25.46,0.4345
0.063,5500.0,1464.39,1481.77,17.37,1480.34,15.94,0.4004
0.063,5670.0,1295.42,1307.97,12.56,1309.71,14.3,0.3675
0.063,5840.0,1126.64,1134.52,7.88,1133.42,6.78,0.3338
0.063,6010.0,958.34,961.15,2.82,963.27,4.93,0.3013
0.063,6150.0,820.32,822.53,2.21,823.64,3.32,0.275
0.063,6250.0,722.35,719.94,-2.41,720.25,-2.1,0.2572
0.063,6350.0,625.18,620.16,-5.02,623.11,-2.08,0.24
0.063,6450.0,529.27,525.59,-3.68,530.51,1.24,0.2234
0.063,6555.0,430.96,427.06,-3.9,430.62,-0.34,0.2075
0.063,6655.0,339.95,333.77,-6.17,336.62,-3.33,0.1913
0.063,6755.0,253.78,247.96,-5.82,252.51,-1.27,0.1759
0.063,6855.0,173.02,173.65,0.63,178.21,5.19,0.1578
0.063,6955.0,103.5,109.24,5.74,109.79,6.29,0.1409
0.063,7055.0,49.2,55.91,6.71,52.67,3.47,0.1235
0.063,7155.0,16.95,20.2,3.25,17.83,0.88,0.1096
0.063,7260.0,4.2,4.65,0.45,5.85,1.65,0.1027
0.063,7400.0,0.77,3.25,2.48,4.43,3.66,0.1064
0.071,6200.0,773.26,773.8,0.54,774.58,1.32,0.2568
0.071,6700.0,303.83,300.22,-3.61,303.79,-0.04,0.1781
0.071,6950.0,110.19,119.56,9.37,120.28,10.09,0.1373
0.071,7250.0,5.65,7.01,1.36,7.84,2.19,0.1
0.074,6350.0,628.81,623.88,-4.93,627.46,-1.36,0.2315
0.074,6830.0,199.48,200.12,0.64,205.14,5.66,0.1588
0.074,7010.0,76.7,87.75,11.05,85.42,8.72,0.1275
0.077,5700.0,1267.92,1279.31,11.39,1281.48,13.56,0.3409
0.077,6650.0,352.07,348.42,-3.65,351.62,-0.45,0.1867
0.077,6950.0,116.13,124.19,8.06,124.87,8.74,0.1395
0.077,7350.0,2.33,3.27,0.95,5.81,3.49,0.1023
0.079,6625.0,376.39,372.9,-3.49,376.31,-0.07,0.1909
0.079,6980.0,99.9,108.93,9.03,107.96,8.06,0.1351
0.082,5300.0,1666.11,1688.74,22.63,1690.03,23.93,0.4098
0.082,6075.0,899.59,900.5,0.91,904.29,4.69,0.2754
0.082,6430.0,557.58,551.62,-5.96,557.91,0.33,0.2208
0.082,6600.0,401.19,397.36,-3.83,401.28,0.08,0.1958
0.082,6775.0,251.08,247.37,-3.71,252.16,1.08,0.1694
0.082,6875.0,173.43,175.77,2.33,179.84,6.41,0.1533
0.082,6975.0,107.85,114.01,6.16,113.28,5.43,0.1396
0.082,7090.0,48.85,55.14,6.29,50.55,1.7,0.1218
0.082,7260.0,9.0,8.51,-0.49,9.52,0.52,0.1064
0.09,6325.0,659.63,654.75,-4.89,658.19,-1.44,0.2304
0.09,6850.0,196.14,198.96,2.81,203.55,7.41,0.1544
0.093,5400.0,1568.3,1589.45,21.14,1590.93,22.62,0.3763
0.101,5500.0,1470.91,1487.94,17.03,1487.03,16.12,0.3559
0.101,6175.0,808.69,807.84,-0.85,811.49,2.79,0.2518
0.101,6525.0,480.06,475.37,-4.68,482.39,2.33,0.2039
0.101,6690.0,335.28,331.46,-3.82,335.0,-0.28,0.1811
0.101,6860.0,199.42,200.35,0.93,204.55,5.14,0.1561
0.101,7030.0,90.35,98.26,7.91,94.55,4.2,0.1322
0.101,7200.0,26.2,27.11,0.91,24.52,-1.68,0.1138
0.11,6200.0,786.79,786.08,-0.71,789.86,3.07,0.2427
0.11,6850.0,210.82,213.23,2.41,217.4,6.57,0.1553
0.12,5225.0,1746.55,1772.1,25.55,1771.09,24.53,0.3848
0.12,5640.0,1336.7,1345.23,8.53,1347.34,10.63,0.3217
0.12,5820.0,1160.16,1166.15,6.0,1168.37,8.21,0.2964
0.12,5980.0,1004.17,1003.11,-1.06,1006.38,2.21,0.274
0.12,6150.0,840.18,837.79,-2.39,843.58,3.4,0.251
0.12,6295.0,702.07,697.38,-4.69,701.41,-0.66,0.2309
0.12,6395.0,609.97,601.51,-8.46,608.39,-1.58,0.2204
0.12,6495.0,517.97,511.56,-6.41,519.99,2.02,0.206
0.12,6600.0,424.83,421.33,-3.5,427.06,2.22,0.1922
0.12,6700.0,339.83,336.76,-3.07,340.28,0.45,0.1791
0.12,6800.0,258.88,257.27,-1.6,261.19,2.32,0.165
0.12,6900.0,184.72,187.76,3.04,190.49,5.77,0.1509
0.12,7000.0,121.3,127.94,6.64,125.76,4.46,0.1385
0.12,7100.0,71.6,76.3,4.7,70.45,-1.15,0.1278
0.12,7200.0,35.25,36.32,1.07,32.76,-2.49,0.1166
0.12,7360.0,9.4,7.07,-2.33,10.54,1.14,0.1088
0.12,7525.0,2.5,4.67,2.17,4.93,2.43,0.1106
0.14,5700.0,1282.8,1288.43,5.63,1292.76,9.96,0.3061
0.14,6325.0,683.52,677.29,-6.23,682.61,-0.91,0.2257
0.14,6675.0,373.53,370.49,-3.04,374.54,1.01,0.1825
0.14,6840.0,241.93,241.8,-0.13,245.03,3.1,0.1601
0.14,7020.0,124.95,129.51,4.56,126.44,1.49,0.1394
0.14,7250.0,32.4,30.21,-2.19,28.41,-3.99,0.1167
0.151,5275.0,1702.8,1724.38,21.59,1724.86,22.07,0.3592
0.151,5495.0,1486.22,1501.05,14.83,1502.78,16.56,0.3282
0.151,5610.0,1373.36,1382.62,9.26,1384.36,11.0,0.3122
0.151,5735.0,1251.3,1256.06,4.76,1261.32,10.01,0.2962
0.151,5840.0,1149.14,1153.01,3.88,1157.03,7.89,0.2825
0.151,6000.0,994.63,992.51,-2.11,997.5,2.87,0.2623
0.151,6160.0,842.17,838.39,-3.77,846.13,3.97,0.2428
0.151,6260.0,748.62,744.33,-4.3,750.13,1.5,0.2316
0.151,6360.0,656.08,649.51,-6.56,655.87,-0.21,0.2194
0.151,6460.0,565.43,558.06,-7.37,566.91,1.48,0.2073
0.151,6560.0,477.24,472.39,-4.85,480.59,3.35,0.1954
0.151,6665.0,387.42,385.75,-1.68,390.29,2.87,0.182
0.151,6765.0,306.28,305.56,-0.72,308.45,2.17,0.1694
0.151,6865.0,229.78,231.9,2.11,234.56,4.77,0.156
0.151,6965.0,163.35,167.89,4.54,167.68,4.33,0.145
0.151,7065.0,104.9,112.45,7.55,107.51,2.61,0.1324
0.151,7165.0,60.25,65.34,5.09,59.38,-0.87,0.1215
0.151,7270.0,30.5,29.36,-1.14,28.19,-2.31,0.1142
0.151,7370.0,14.75,11.46,-3.29,15.0,0.25,0.1101
0.151,7470.0,6.95,6.06,-0.89,9.62,2.67,0.1088
0.151,7600.0,2.8,5.17,2.37,5.18,2.38,0.1108
0.151,7780.0,0.95,4.2,3.25,5.59,4.64,0.1172
0.197,5625.0,1374.95,1382.16,7.21,1385.95,11.0,0.2989
0.197,5860.0,1148.11,1149.28,1.18,1156.29,8.18,0.2706
0.197,6025.0,991.75,987.96,-3.79,995.06,3.31,0.2534
0.197,6190.0,837.35,831.54,-5.81,841.37,4.03,0.235
0.197,6360.0,681.98,676.2,-5.78,683.63,1.64,0.2162
0.197,6470.0,584.18,577.48,-6.7,586.34,2.16,0.2039
0.197,6570.0,497.25,492.86,-4.39,501.71,4.46,0.1922
0.197,6670.0,413.33,412.72,-0.61,418.32,4.99,0.1805
0.197,6775.0,330.49,331.37,0.88,333.68,3.19,0.1692
0.197,6875.0,256.11,258.33,2.22,259.56,3.45,0.1577
0.197,6975.0,191.35,193.16,1.81,192.59,1.24,0.1487
0.197,7075.0,131.3,136.59,5.29,132.29,0.99,0.1368
0.197,7180.0,82.45,85.62,3.17,79.41,-3.04,0.1272
0.197,7350.0,32.0,27.99,-4.01,29.08,-2.92,0.1155
0.197,7575.0,7.75,7.18,-0.57,10.51,2.76,0.1108
0.233,5370.0,1635.42,1649.57,14.15,1654.33,18.92,0.3221
0.233,5590.0,1422.34,1429.8,7.46,1435.37,13.03,0.2969
0.233,5840.0,1182.72,1182.23,-0.5,1191.44,8.71,0.269
0.233,6040.0,994.58,990.24,-4.34,998.68,4.1,0.2484
0.233,6225.0,823.16,817.39,-5.76,828.24,5.08,0.228
0.233,6390.0,676.02,669.91,-6.1,678.22,2.2,0.2121
0.233,6500.0,580.2,573.69,-6.51,582.62,2.42,0.2006
0.233,6610.0,487.79,482.79,-5.01,491.12,3.33,0.1894
0.233,6715.0,402.84,400.98,-1.85,405.74,2.9,0.1782
0.233,6820.0,321.68,322.48,0.79,323.96,2.28,0.1665
0.233,6925.0,246.88,248.97,2.09,249.03,2.15,0.1552
0.233,7025.0,183.8,186.59,2.79,184.68,0.88,0.1456
0.233,7155.0,114.35,117.6,3.25,112.02,-2.33,0.1333
0.233,7290.0,62.75,60.69,-2.06,57.01,-5.74,0.1234
0.233,7410.0,33.75,27.43,-6.32,30.05,-3.7,0.1174
0.233,7555.0,14.85,10.72,-4.13,16.09,1.24,0.1134
0.233,7830.0,3.15,6.8,3.65,8.75,5.6,0.114
0.274,5575.0,1449.31,1456.04,6.74,1464.16,14.85,0.2912
0.274,5890.0,1151.36,1148.66,-2.69,1159.48,8.12,0.2604
0.274,6060.0,993.56,988.33,-5.23,998.28,4.72,0.2437
0.274,6225.0,842.81,835.95,-6.86,847.84,5.03,0.2268
0.274,6390.0,697.56,690.93,-6.62,700.32,2.77,0.2117
0.274,6550.0,560.95,554.65,-6.31,563.5,2.54,0.1958
0.274,6655.0,474.15,470.56,-3.59,478.14,3.99,0.1847
0.274,6760.0,391.65,391.18,-0.48,395.16,3.51,0.1741
0.274,6875.0,307.2,308.48,1.28,309.05,1.84,0.1628
0.274,6975.0,240.65,241.62,0.97,240.69,0.04,0.1538
0.274,7075.0,180.4,181.84,1.44,179.06,-1.34,0.1446
0.274,7230.0,105.05,104.53,-0.52,99.24,-5.81,0.1321
0.274,7400.0,50.55,43.7,-6.85,44.24,-6.31,0.1221
0.274,7825.0,5.85,8.3,2.45,11.13,5.28,0.1148
0.312,5725.0,1319.55,1321.18,1.62,1331.07,11.52,0.272
0.312,6225.0,860.48,853.47,-7.01,865.94,5.46,0.2255
0.312,6620.0,535.47,519.25,-16.22,527.6,-7.87,0.1978
0.312,6780.0,399.73,398.27,-1.46,402.44,2.71,0.1741
0.312,6950.0,278.86,280.42,1.55,279.9,1.04,0.1578
0.312,7125.0,174.95,175.66,0.71,172.46,-2.49,0.1432
0.312,7800.0,10.2,10.18,-0.02,14.73,4.53,0.1157
0.367,5600.0,1455.64,1459.49,3.85,1471.73,16.1,0.2792
0.367,6040.0,1049.83,1044.84,-4.99,1058.17,8.34,0.2403
0.367,6210.0,898.44,891.72,-6.72,904.79,6.35,0.2256
0.367,6375.0,756.38,748.87,-7.51,761.17,4.79,0.212
0.367,6540.0,618.17,612.62,-5.55,621.98,3.81,0.1972
0.367,6710.0,483.12,479.65,-3.47,486.88,3.76,0.182
0.367,6880.0,358.03,358.16,0.13,360.37,2.34,0.167
0.367,7050.0,247.9,248.43,0.53,247.01,-0.89,0.1531
0.367,7220.0,156.25,155.72,-0.53,152.34,-3.91,0.14
0.367,7380.0,92.4,87.75,-4.65,85.55,-6.85,0.1301
0.367,7850.0,13.9,12.55,-1.35,18.73,4.83,0.1178
0.4,5450.0,1606.31,1615.7,9.39,1627.27,20.95,0.2888
0.4,5975.0,1121.44,1116.91,-4.52,1131.69,10.25,0.2445
0.4,6170.0,947.6,941.69,-5.91,955.3,7.7,0.228
0.4,6340.0,800.75,793.82,-6.93,807.21,6.46,0.214
0.4,6490.0,675.31,669.53,-5.79,680.43,5.11,0.2015
0.4,6605.0,582.27,577.67,-4.6,586.7,4.43,0.1918
0.4,6710.0,500.29,497.09,-3.2,504.68,4.4,0.1827
0.4,6825.0,414.64,413.77,-0.87,418.61,3.96,0.1728
0.4,6925.0,345.19,345.64,0.46,347.43,2.25,0.1647
0.4,7030.0,274.7,278.47,3.77,277.88,3.18,0.1547
0.4,7170.0,195.45,197.86,2.41,195.56,0.11,0.1444
0.4,7450.0,82.55,77.29,-5.26,77.1,-5.45,0.1282
0.446,5225.0,1831.94,1849.37,17.43,1861.4,29.46,0.3044
0.446,5725.0,1365.4,1366.3,0.89,1381.41,16.01,0.2626
0.446,6160.0,976.03,970.2,-5.82,985.1,9.07,0.228
0.446,6350.0,813.32,806.76,-6.56,820.84,7.52,0.2129
0.446,6520.0,673.1,667.88,-5.22,679.37,6.27,0.1993
0.446,6680.0,547.11,543.68,-3.43,552.36,5.25,0.1863
0.446,6850.0,420.84,420.69,-0.15,425.96,5.13,0.1722
0.446,7025.0,304.35,306.15,1.8,306.76,2.41,0.1587
0.446,7200.0,204.45,205.65,1.2,203.95,-0.5,0.146
0.446,7375.0,126.65,124.19,-2.46,122.45,-4.2,0.1354
0.446,7875.0,21.95,18.17,-3.78,27.03,5.08,0.1195
0.542,5475.0,1625.14,1633.24,8.1,1650.11,24.97,0.2772
0.542,5975.0,1175.44,1171.45,-3.99,1189.6,14.16,0.2405
0.542,6475.0,755.23,748.13,-7.1,762.73,7.49,0.2047
0.542,6975.0,385.3,385.95,0.65,390.71,5.41,0.167
0.542,7500.0,120.5,116.71,-3.79,117.86,-2.64,0.1351
0.542,8200.0,12.9,18.59,5.69,26.86,13.96,0.1205
0.619,5600.0,1533.74,1538.97,5.23,1558.8,25.07,0.2642
0.619,6100.0,1096.47,1091.13,-5.34,1111.04,14.58,0.2307
0.619,6600.0,691.7,685.85,-5.85,700.34,8.65,0.1968
0.619,7100.0,343.0,346.16,3.16,350.6,7.6,0.1613
0.619,7625.0,107.5,103.99,-3.51,108.17,0.67,0.1335
0.652,5250.0,1861.41,1878.81,17.41,1897.77,36.36,0.2873
0.652,5800.0,1366.58,1366.79,0.21,1388.25,21.66,0.2499
0.652,6300.0,942.96,936.39,-6.56,955.66,12.7,0.2173
0.652,6400.0,862.6,855.64,-6.96,873.75,11.14,0.2109
0.652,6500.0,783.05,776.92,-6.13,793.79,10.74,0.2039
0.652,6605.0,702.36,696.75,-5.61,712.06,9.7,0.1969
0.652,6705.0,627.55,623.09,-4.46,636.53,8.97,0.1902
0.652,6805.0,555.3,552.19,-3.11,563.6,8.3,0.1834
0.652,6910.0,482.36,480.91,-1.45,490.25,7.89,0.1763
0.652,7030.0,401.6,403.98,2.38,410.93,9.33,0.1673
0.652,7130.0,340.4,344.05,3.65,348.99,8.59,0.1608
0.652,7230.0,283.95,288.23,4.28,291.51,7.56,0.1545
0.652,7335.0,230.75,234.41,3.66,236.67,5.92,0.1485
0.652,8300.0,17.55,23.58,6.03,34.35,16.8,0.1226
0.695,5650.0,1512.27,1516.89,4.62,1539.25,26.98,0.2584
0.695,6150.0,1083.47,1078.0,-5.47,1099.69,16.22,0.2271
0.695,6650.0,687.92,682.71,-5.21,698.48,10.56,0.1948
0.695,7150.0,349.95,352.77,2.82,358.81,8.86,0.162
0.695,7675.0,118.15,115.76,-2.39,121.35,3.2,0.1355
0.791,5275.0,1878.24,1892.12,13.88,1915.73,37.49,0.2833
0.791,5775.0,1433.56,1435.51,1.95,1460.96,27.4,0.2489
0.791,6275.0,1018.17,1012.12,-6.04,1035.59,17.42,0.2195
0.791,6775.0,638.68,635.5,-3.18,651.95,13.27,0.1889
0.791,7275.0,322.5,326.99,4.49,334.25,11.75,0.1588
0.791,7800.0,113.1,111.52,-1.58,120.11,7.01,0.1357
0.868,5400.0,1782.29,1797.44,15.15,1824.13,41.84,0.2685
0.868,5900.0,1351.44,1352.66,1.22,1380.35,28.91,0.24
0.868,6400.0,948.09,943.8,-4.28,968.3,20.22,0.2119
0.868,6900.0,584.33,584.8,0.47,601.48,17.14,0.1828
0.868,7400.0,288.45,296.87,8.42,305.17,16.72,0.1545
0.868,7900.0,108.65,109.25,0.6,120.11,11.46,0.1354
0.903,5710.0,1522.12,1529.62,7.51,1558.45,36.33,0.2492
0.903,5990.0,1287.03,1288.82,1.78,1317.36,30.33,0.2337
0.903,6130.0,1173.19,1172.7,-0.49,1200.6,27.4,0.2262
0.903,6345.0,1002.64,1000.74,-1.9,1026.92,24.28,0.2144
0.903,6495.0,896.81,885.83,-10.98,910.29,13.48,0.2101
0.903,6630.0,788.11,786.41,-1.7,808.95,20.83,0.1987
0.903,6785.0,676.24,677.39,1.15,697.38,21.15,0.1894
0.903,6895.0,601.31,603.67,2.36,621.68,20.37,0.1834
0.903,7000.0,530.3,536.4,6.1,552.43,22.13,0.1766
0.903,7130.0,449.35,457.65,8.3,471.24,21.89,0.1694
0.903,7255.0,376.75,387.04,10.29,398.51,21.76,0.1625
0.903,7395.0,303.25,314.53,11.28,324.06,20.81,0.1553
0.903,7570.0,224.05,234.63,10.58,242.94,18.89,0.1473
0.903,7770.0,152.55,159.4,6.85,168.63,16.08,0.1397
0.903,8000.0,94.15,95.99,1.84,108.86,14.71,0.1335
0.903,8200.0,60.35,61.06,0.71,77.18,16.83,0.1299
0.945,5475.0,1735.9,1751.95,16.05,1781.36,45.46,0.2606
0.945,5975.0,1312.03,1316.1,4.08,1345.95,33.92,0.2335
0.945,6475.0,916.75,917.62,0.87,943.65,26.9,0.2065
0.945,7000.0,548.25,554.42,6.17,571.93,23.68,0.178
0.945,7500.0,269.8,282.13,12.33,292.01,22.21,0.152
0.945,8100.0,84.15,86.55,2.4,101.31,17.16,0.1327
1.04,5625.0,1634.66,1648.78,14.12,1681.65,46.99,0.2505
1.04,6350.0,1047.94,1050.91,2.96,1081.41,33.47,0.2136
1.04,7050.0,552.6,565.32,12.72,585.43,32.83,0.1763
1.04,7850.0,167.75,182.05,14.3,194.31,26.56,0.1411
1.117,5500.0,1761.36,1780.62,19.26,1815.45,54.09,0.2557
1.117,6025.0,1327.72,1334.75,7.03,1369.81,42.1,0.2299
1.117,6525.0,944.03,948.56,4.53,979.69,35.66,0.2053
1.117,7025.0,597.4,611.81,14.41,635.19,37.79,0.1791
1.117,7525.0,318.9,340.62,21.72,356.01,37.11,0.1555
1.117,8600.0,45.5,57.82,12.32,78.22,32.72,0.1291
